date,total_pnl,trade_count,avg_pnl,total_volume,avg_trade_size,total_fees,unique_accounts,unique_coins,pnl_buy,pnl_sell,volume_buy,volume_sell,buy_sell_ratio
2024-07-30,0.0,6,0.0,36006.47,6001.08,12.6,1,1,36006.47,0.0,0.0,0.0,0.0
2024-07-31,765.69,43,17.81,84506.54,1965.27,29.58,2,4,64549.03,19957.51,765.690884,0.0,765690.884
2024-08-01,167.08,57,2.93,227774.53,3996.04,108.1,4,6,215603.36000000002,12171.17,174.768294,-7.688276999999999,-22.734746516874573
2024-08-02,782.37,63,12.42,396320.37,6290.8,145.52,3,5,330999.71,65320.66,0.0,782.3681909999999,0.0
2024-08-03,464.19,37,12.55,290532.86,7852.24,108.65,5,4,290532.20999999996,0.65,464.1897,0.0,464189.7
2024-08-04,-122672.0,127,-965.92,1207744.07,9509.8,445.9,5,5,331369.01,876375.0599999999,0.0,-122672.000883,-0.0
2024-08-05,-13013.67,80,-162.67,420495.4,5256.19,202.72,4,6,236714.5,183780.9,239.709813,-13253.374982,-0.018086701041226227
2024-08-06,267.32,107,2.5,61478.38,574.56,62.62,2,16,60634.14,844.24,0.0,267.318048,0.0
2024-08-07,188.79,33,5.72,2492.77,75.54,3.75,3,14,1298.1799999999998,1194.59,0.0,188.789255,0.0
2024-08-08,-40.71,9,-4.52,16299.35,1811.04,6.65,2,4,15840.07,459.28,0.0,-40.712216999999995,-0.0
2024-08-09,18082.07,144,125.57,503204.86,3494.48,185.25,5,8,52518.94,450685.92,425.308643,17656.762633,0.024087576400757274
2024-08-10,0.0,88,0.0,11339.29,128.86,50.08,2,4,11338.61,0.68,0.0,0.0,0.0
2024-08-11,847.78,24,35.32,44230.21,1842.93,40.93,2,2,3390.36,40839.850000000006,0.0,847.7766200000001,0.0
2024-08-12,858.67,48,17.89,54167.32,1128.49,36.07,3,5,46667.45,7499.87,858.6705000000001,0.0,858670.5
2024-08-13,212.08,23,9.22,20797.87,904.26,17.93,3,5,20796.760000000002,1.11,212.08102,0.0,212081.02
2024-08-14,2168.9,25,86.76,66710.03,2668.4,46.49,3,3,27041.079999999998,39668.950000000004,0.0,2168.9015130000003,0.0
2024-08-15,0.0,12,0.0,1522.37,126.86,16.5,1,1,1522.3700000000001,0.0,0.0,0.0,0.0
2024-08-16,825.23,35,23.58,166382.84,4753.8,81.19,2,4,90550.48999999999,75832.35,0.0,825.230544,0.0
2024-08-17,-288.28,30,-9.61,30248.96,1008.3,17.1,2,2,30037.26,211.7,0.0,-288.283113,-0.0
2024-08-18,307.2,15,20.48,62804.48,4186.97,21.98,2,2,0.0,62804.48,0.0,307.201888,0.0
2024-08-19,339.7,8,42.46,100315.03,12539.38,35.11,1,1,49987.69,50327.34,0.0,339.69958299999996,0.0
2024-08-20,192.6,12,16.05,49914.8,4159.57,17.47,2,3,29918.190000000002,19996.61,192.602844,0.0,192602.844
2024-08-21,656.2,145,4.53,104990.41,724.07,36.75,2,6,56915.63,48074.78,656.200925,0.0,656200.9249999999
2024-08-23,1005.31,10,100.53,63509.56,6350.96,22.23,1,1,0.0,63509.56,0.0,1005.30527,0.0
2024-08-24,0.0,7,0.0,34999.67,4999.95,12.25,2,2,0.0,34999.67,0.0,0.0,0.0
2024-08-25,0.0,17,0.0,21950.28,1291.19,26.3,2,3,1954.6399999999999,19995.64,0.0,0.0,0.0
2024-08-26,231.24,6,38.54,92611.27,15435.21,32.3,2,2,92611.27,0.0,231.236918,0.0,231236.918
2024-08-27,0.0,50,0.0,70250.16,1405.0,52.05,2,4,70249.38,0.78,0.0,0.0,0.0
2024-08-28,1333.36,9,148.15,71160.07,7906.67,24.91,2,2,71160.06999999999,0.0,1333.359645,0.0,1333359.645
2024-08-29,0.0,1,0.0,9995.85,9995.85,3.5,1,1,0.0,9995.85,0.0,0.0,0.0
2024-08-30,256.46,6,42.74,37233.24,6205.54,13.03,4,4,37231.93,1.31,256.464,0.0,256464.0
2024-08-31,10.88,34,0.32,107507.43,3161.98,39.96,3,5,51999.48,55507.950000000004,3.87235,7.010451000000001,0.5522893905983226
2024-09-01,137.43,12,11.45,12359.68,1029.97,4.33,1,4,7860.6900000000005,4498.99,135.669095,1.763998,76.86642987697437
2024-09-02,0.0,2,0.0,30000.42,15000.21,10.5,1,1,30000.42,0.0,0.0,0.0,0.0
2024-09-04,1065.79,34,31.35,131480.97,3867.09,63.57,2,4,83721.49,47759.48,3307.570346,-2241.785214,-1.4754186979032766
2024-09-05,0.0,1,0.0,0.84,0.84,0.0,1,1,0.0,0.84,0.0,0.0,0.0
2024-09-06,-1104.86,42,-26.31,39047.1,929.69,13.67,2,2,34990.67,4056.43,0.0,-1104.856765,-0.0
2024-09-08,0.0,1,0.0,0.11,0.11,0.0,1,1,0.0,0.11,0.0,0.0,0.0
2024-09-09,0.0,2,0.0,4014.43,2007.22,34.91,1,1,4014.4300000000003,0.0,0.0,0.0,0.0
2024-09-10,-219.73,3,-73.24,2547.28,849.09,7.29,2,2,766.74,1780.54,0.0,-219.729659,-0.0
2024-09-11,0.0,1,0.0,0.54,0.54,0.0,1,1,0.0,0.54,0.0,0.0,0.0
2024-09-14,0.0,11,0.0,1014.8,92.25,30.38,2,2,1014.1500000000001,0.65,0.0,0.0,0.0
2024-09-18,-878.68,145,-6.06,13633.5,94.02,31.73,1,2,1011.5,12622.0,0.0,-878.684794,-0.0
2024-09-19,0.0,19,0.0,1521.87,80.1,28.61,1,2,1521.8700000000001,0.0,0.0,0.0,0.0
2024-09-20,9585.03,16,599.06,332873.38,20804.59,109.32,2,3,19999.800000000003,312873.58,0.0,9585.03428,0.0
2024-09-21,36165.57,23,1572.42,165648.12,7202.09,57.98,1,1,0.0,165648.12,0.0,36165.56933,0.0
2024-09-22,0.0,3,0.0,19999.74,6666.58,7.0,1,1,19999.739999999998,0.0,0.0,0.0,0.0
2024-09-23,334.76,2,167.38,40334.29,20167.14,14.12,1,1,9999.99,30334.3,0.0,334.760796,0.0
2024-09-24,0.0,10,0.0,7118.63,711.86,12.97,2,3,1005.0600000000001,6113.57,0.0,0.0,0.0
2024-09-25,0.0,9,0.0,52754.13,5861.57,17.76,2,2,50001.11,2753.02,0.0,0.0,0.0
2024-09-26,439.81,8,54.98,113711.93,14213.99,31.35,2,2,0.0,113711.93000000001,0.0,439.812513,0.0
2024-09-27,0.0,56,0.0,126097.04,2251.73,37.5,2,2,0.0,126097.04,0.0,0.0,0.0
2024-09-28,0.0,4,0.0,29199.21,7299.8,2.8,1,1,0.0,29199.21,0.0,0.0,0.0
2024-09-30,2710.63,106,25.57,214669.85,2025.19,65.64,2,2,177280.9,37388.95,2710.626288,0.0,2710626.2879999997
2024-10-01,0.0,4,0.0,139954.32,34988.58,48.98,1,1,139954.32,0.0,0.0,0.0,0.0
2024-10-02,0.0,4,0.0,99954.34,24988.58,34.98,1,1,99954.34,0.0,0.0,0.0,0.0
2024-10-03,100.38,9,11.15,132935.69,14770.63,46.53,2,2,126422.16,6513.53,0.0,100.375782,0.0
2024-10-04,0.0,1,0.0,0.34,0.34,0.0,1,1,0.0,0.34,0.0,0.0,0.0
2024-10-05,5767.16,37,155.87,605605.74,16367.72,211.96,2,2,99960.65000000001,505645.09,39.480396,5727.681496,0.006892909309755147
2024-10-06,130.49,22,5.93,300130.56,13642.3,105.05,1,1,40001.08,260129.47999999998,0.0,130.487079,0.0
2024-10-07,0.0,21,0.0,219984.65,10475.46,76.99,1,1,0.0,219984.65,0.0,0.0,0.0
2024-10-08,5396.55,36,149.9,434584.13,12071.78,152.1,2,2,434583.53,0.6,5396.546638,0.0,5396546.637999999
2024-10-09,396.06,14,28.29,220399.93,15742.85,77.14,1,1,160003.27000000002,60396.659999999996,0.0,396.06272,0.0
2024-10-10,0.0,16,0.0,300024.34,18751.52,105.01,1,1,300024.33999999997,0.0,0.0,0.0,0.0
2024-10-11,8885.33,26,341.74,488904.19,18804.01,171.12,2,2,0.0,488904.19,0.0,8885.327477,0.0
2024-10-12,541.55,10,54.16,159713.4,15971.34,55.9,1,1,109582.25,50131.15,407.45795,134.09676,3.0385142153008373
2024-10-13,0.0,10,0.0,60002.42,6000.24,21.0,1,1,60002.42,0.0,0.0,0.0,0.0
2024-10-14,1913.62,5,382.72,61916.02,12383.2,21.67,1,1,0.0,61916.020000000004,0.0,1913.61958,0.0
2024-10-15,1170.23,7,167.18,81173.36,11596.19,28.41,1,1,40001.57,41171.79,0.0,1170.2260760000001,0.0
2024-10-16,219.48,11,19.95,80229.17,7293.56,28.08,1,1,40004.85,40224.32,0.0,219.480876,0.0
2024-10-17,36.11,9,4.01,140531.75,15614.64,49.19,2,1,120496.39,20035.36,0.0,36.11496,0.0
2024-10-18,333.22,6,55.54,120331.43,20055.24,42.12,1,1,10000.41,110331.02,0.0,333.219141,0.0
2024-10-19,0.0,4,0.0,99996.86,24999.22,35.0,1,1,99996.86,0.0,0.0,0.0,0.0
2024-10-20,389.16,96,4.05,176447.86,1838.0,59.26,2,4,24302.47,152145.39,160.095271,229.060526,0.6989182068052755
2024-10-21,2464.92,173,14.25,324117.99,1873.51,109.86,2,2,248317.61,75800.38,2464.915564,0.0,2464915.564
2024-10-22,0.0,3,0.0,60000.36,20000.12,21.0,1,1,60000.36,0.0,0.0,0.0,0.0
2024-10-23,-46.49,18,-2.58,210006.07,11667.0,73.5,1,2,140031.91999999998,69974.15,0.0,-46.489941,-0.0
2024-10-25,13235.86,30,441.2,427883.18,14262.77,143.84,2,2,113298.98999999999,314584.19,8692.0,4543.862071,1.9129097563424355
2024-10-26,42471.99,6,7078.67,88668.86,14778.14,8.51,1,1,88668.86,0.0,42471.99413,0.0,42471994.129999995
2024-10-27,666.66,4,166.67,90664.41,22666.1,31.73,1,1,0.0,90664.41,0.0,666.6623079999999,0.0
2024-10-28,167.28,13,12.87,121495.25,9345.79,42.27,2,2,0.0,121495.25,0.0,167.28016200000002,0.0
2024-10-29,801.17,53,15.12,613267.81,11571.09,214.64,2,7,1697.55,611570.26,801.170876,0.0,801170.876
2024-10-30,9.15,25,0.37,11830.85,473.23,3.6,1,4,3891.9700000000003,7938.88,9.150023,0.0,9150.023
2024-10-31,1214.04,48,25.29,896173.36,18670.28,312.71,3,7,845280.32,50893.04,1216.5972259999999,-2.5534149999999998,-476.6455400081883
2024-11-01,1040.48,23,45.24,260981.03,11347.0,90.65,2,2,144964.23,116016.8,0.0,1040.475736,0.0
2024-11-02,0.0,2,0.0,40000.0,20000.0,14.0,1,1,40000.0,0.0,0.0,0.0,0.0
2024-11-03,0.0,6,0.0,129055.66,21509.28,40.4,2,2,129055.66,0.0,0.0,0.0,0.0
2024-11-04,2799.41,36,77.76,451811.97,12550.33,158.13,2,2,159968.74,291843.23,0.0,2799.410474,0.0
2024-11-05,678.48,10,67.85,200627.23,20062.72,70.22,1,1,49990.479999999996,150636.75,0.0,678.4759280000001,0.0
2024-11-06,2817.84,15,187.86,123906.9,8260.46,43.37,2,2,60544.560000000005,63362.340000000004,0.0,2817.83723,0.0
2024-11-07,4493.35,113,39.76,111335.3,985.27,26.18,3,5,55020.3,56315.0,0.0,4493.353136,0.0
2024-11-08,-64.41,39,-1.65,270700.44,6941.04,93.88,2,2,135382.45,135317.99,0.0,-64.41354100000007,-0.0
2024-11-09,102.91,86,1.2,193384.41,2248.66,66.18,2,4,167837.69999999998,25546.71,102.90894,0.0,102908.94
2024-11-10,991.11,173,5.73,413636.7,2390.96,142.31,3,10,87998.01,325638.69,442.748384,548.36595,0.807394362479358
2024-11-11,6749.63,373,18.1,1570572.42,4210.65,396.91,4,13,373601.31,1196971.11,4876.874304,1872.7566920000002,2.6041138823420193
2024-11-12,3494.4,171,20.44,1226354.52,7171.66,427.9,4,5,804319.93,422034.59,1441.27965,2053.119744,0.7019945876110635
2024-11-13,7846.4,48,163.47,515336.37,10736.17,179.18,5,5,71147.62,444188.75,48.000187,7798.4020869999995,0.006155130283021237
2024-11-14,4563.51,110,41.49,1008361.81,9166.93,335.03,2,3,501900.39,506461.42,0.0,4563.509225,0.0
2024-11-15,4140.74,149,27.79,1427858.42,9582.94,466.43,4,4,727591.16,700267.26,892.2617,3248.478738,0.27467054498217097
2024-11-16,2769.52,157,17.64,303296.07,1931.82,100.17,4,12,156831.86,146464.21,1077.223974,1692.297935,0.636544733156143
2024-11-17,882.98,209,4.22,1215987.57,5818.12,271.11,4,15,383838.62,832148.95,245.622924,637.352361,0.3853795069262999
2024-11-18,4470.82,346,12.92,2084339.58,6024.1,445.1,7,23,484928.60000000003,1599410.98,448.26753,4022.547657,0.11143868433261316
2024-11-19,2958.27,305,9.7,628031.15,2059.12,201.49,5,23,285123.48,342907.67,1855.241551,1103.02744,1.6819525986111472
2024-11-20,4210.09,550,7.65,1999514.12,3635.48,644.06,5,20,1033820.78,965693.34,2489.148666,1720.944231,1.4463845921195386
2024-11-21,1692.43,535,3.16,598300.62,1118.32,198.63,5,12,258781.15,339519.47,395.18928,1297.241611,0.30463791171287696
2024-11-22,-18105.35,679,-26.66,1646713.62,2425.2,436.44,6,15,1031637.74,615075.88,-20927.865142,2822.519525,-7.414601579203749
2024-11-23,2901.53,363,7.99,516245.68,1422.16,154.62,4,16,275720.34,240525.34,1424.503567,1477.028071,0.9644384088090844
2024-11-24,945.55,172,5.5,664952.28,3866.0,202.58,3,16,456490.19,208462.09,470.917082,474.633304,0.9921682399087615
2024-11-25,5523.74,255,21.66,937410.87,3676.12,283.78,2,14,589105.76,348305.11,77.591615,5446.149119,0.014247057702156595
2024-11-26,1094.81,302,3.63,1146902.44,3797.69,311.3,4,16,813171.27,333731.17,1748.061746,-653.252387,-2.675940351275519
2024-11-27,-2654.5,213,-12.46,1444242.53,6780.48,439.71,2,12,162352.03,1281890.5,47.242807,-2701.73844,-0.01748608369583093
2024-11-28,-127075.4,332,-382.76,1894225.15,5705.5,315.58,5,16,1672642.48,221582.67,-131030.446476,3955.046891,-33.12992663734094
2024-11-29,176844.99,393,449.99,794262.91,2021.03,192.45,11,25,355646.32,438616.59,220.41082600000001,176624.583326,0.0012479057026013025
2024-11-30,37316.69,373,100.04,1732193.7,4643.95,552.38,8,25,389072.19,1343121.51,911.4291049999999,36405.264415,0.025035639614495585
2024-12-01,40886.36,416,98.28,814711.82,1958.44,245.38,9,30,340018.24,474693.58,1235.604722,39650.759772,0.031162194569354686
2024-12-02,18489.6,270,68.48,585243.56,2167.57,147.89,8,27,352851.42,232392.13999999998,396.628772,18092.975541,0.02192169824026524
2024-12-03,23576.54,374,63.04,1084666.53,2900.18,330.57,8,20,546804.58,537861.95,-123.87751200000001,23700.416797,-0.0052268070993955395
2024-12-04,292891.82,319,918.16,769287.65,2411.56,172.61,7,28,324979.29,444308.36,871.146069,292020.668952,0.0029831657777622113
2024-12-05,71574.12,456,156.96,1256750.79,2756.03,352.77,8,26,242829.01,1013921.78,3668.412273,67905.706215,0.054022149587298125
2024-12-06,-92624.64,403,-229.84,3471019.22,8612.95,691.99,10,30,2296546.94,1174472.28,-171780.263771,79155.619876,-2.1701587565095304
2024-12-07,85906.28,304,282.59,451733.42,1485.97,108.45,6,30,255448.73,196284.69,3409.862668,82496.416399,0.0413334636279773
2024-12-08,15965.93,420,38.01,932939.72,2221.29,234.18,6,31,154005.65,778934.0700000001,376.27863,15589.654806,0.024136429609637786
2024-12-09,6310.97,539,11.71,983949.68,1825.51,174.77,10,29,740757.99,243191.69,2395.497657,3915.4700190000003,0.6118031892908258
2024-12-10,39325.77,1596,24.64,3150424.08,1973.95,453.54,11,34,1624729.47,1525694.61,6090.498798,33235.271433,0.18325406570016908
2024-12-11,319051.55,1221,261.3,2194098.33,1796.97,413.51,12,21,377291.79000000004,1816806.54,1477.096087,317574.45813,0.004651180359549464
2024-12-12,599151.8,1932,310.12,4557189.87,2358.79,698.97,14,29,1768229.68,2788960.19,786.9165750000002,598364.878433,0.0013151115682886812
2024-12-13,31935.9,1173,27.23,2880824.64,2455.95,453.23,11,27,2035245.66,845578.98,13468.515096,18467.386649,0.7293134985840465
2024-12-14,167801.4,1235,135.87,2369561.78,1918.67,232.09,12,23,1409894.23,959667.55,466.758448,167334.640796,0.002789371304054493
2024-12-15,97525.32,1697,57.47,2583269.81,1522.26,231.33,15,21,1528327.23,1054942.58,227.08739,97298.227889,0.002333931383880239
2024-12-16,166774.34,1055,158.08,2740808.97,2597.92,402.15,13,34,829193.08,1911615.89,46.35979700000001,166727.984336,0.0002780564816792636
2024-12-17,219591.31,1941,113.13,5233597.63,2696.34,746.14,16,36,1571821.05,3661776.58,1627.2898619999999,217964.01531,0.007465864731018637
2024-12-18,13682.99,1429,9.58,3798887.07,2658.42,691.45,13,35,2469780.25,1329106.82,-817.0589800000001,14500.053652999999,-0.0563486827845131
2024-12-19,62744.0,3339,18.79,8241709.39,2468.32,1056.23,13,29,4343441.87,3898267.52,4807.2485990000005,57936.755887,0.08297407133740797
2024-12-20,254969.66,2488,102.48,7681274.71,3087.33,1210.84,15,20,3675898.01,4005376.7,14006.396528,240963.263511,0.058126688134076995
2024-12-21,150022.16,1681,89.25,4382875.12,2607.3,680.39,8,19,1808318.78,2574556.34,6994.651991,143027.511166,0.048904241464270845
2024-12-22,352197.16,774,455.04,3087320.22,3988.79,333.06,8,17,2359682.69,727637.53,328356.817784,23840.346189,13.773155868111884
2024-12-23,-29430.63,2347,-12.54,6771878.26,2885.33,1200.9,14,33,3496705.81,3275172.45,41319.209328000004,-70749.835905,-0.5840184557812999
2024-12-24,14813.78,338,43.83,1767036.11,5227.92,386.78,11,31,439295.84,1327740.27,-5464.292967,20278.073083,-0.26946804438301947
2024-12-25,756.66,208,3.64,347889.35,1672.54,66.52,6,20,138290.38,209598.97,77.23063199999999,679.4264149999999,0.1136701732884888
2024-12-26,60228.64,697,86.41,2205242.65,3163.91,523.36,7,16,1267495.71,937746.9400000001,18604.487832,41624.15189,0.446963758786059
2024-12-27,2672.81,260,10.28,347913.0,1338.13,88.56,7,16,169366.99,178546.01,228.410777,2444.400258,0.09344242327337239
2024-12-28,940.67,161,5.84,281555.01,1748.79,48.41,7,14,73008.22,208546.79,184.646482,756.027141,0.24423228711535486
2024-12-29,2884.07,201,14.35,344628.54,1714.57,72.12,7,18,123861.65999999999,220766.88,831.890306,2052.1776210000003,0.40536934625828547
2024-12-30,9009.74,304,29.64,1073865.73,3532.45,284.91,9,18,488282.21,585583.52,1534.458361,7475.279776,0.205271000110993
2024-12-31,5445.01,306,17.79,877164.62,2866.55,266.52,6,19,476987.15,400177.47,441.646577,5003.366233,0.08826987035592636
2025-01-01,-9528.07,96,-99.25,282582.1,2943.56,31.6,6,13,178565.42,104016.68,125.506636,-9653.571981000001,-0.013001057976060888
2025-01-02,8716.52,361,24.15,774674.84,2145.91,176.14,9,40,323347.39999999997,451327.44,1772.4856519999998,6944.033435,0.2552530043725222
2025-01-03,6028.49,508,11.87,771208.99,1518.13,211.0,9,68,260007.88,511201.11,1745.623163,4282.86363,0.40758308137327237
2025-01-04,2553.54,371,6.88,1826029.62,4921.91,233.71,9,32,125538.95,1700490.67,223.139497,2330.398471,0.09575160815851386
2025-01-05,3187.72,239,13.34,451943.57,1890.98,139.34,8,23,187163.38999999998,264780.18,217.407845,2970.311518,0.07319359282315087
2025-01-06,6064.19,573,10.58,556526.99,971.25,174.93,7,39,206399.19,350127.8,889.950795,5174.234598,0.1719965738212603
2025-01-07,16098.23,637,25.27,1313178.1,2061.5,303.39,6,72,965324.23,347853.87,15315.180077,783.0474539999999,19.558406633416332
2025-01-08,130117.09,1039,125.23,3177275.18,3058.01,696.91,11,56,2885670.17,291605.01,129349.500976,767.5895780000001,168.51366429357083
2025-01-09,46975.93,522,89.99,1020733.25,1955.43,275.51,7,80,370199.24,650534.01,11517.138358,35458.790544,0.32480346499424967
2025-01-10,-10116.88,819,-12.35,6547449.68,7994.44,2094.18,7,82,2837427.82,3710021.86,1514.42457,-11631.300121999999,-0.13020252975315066
2025-01-11,2269.08,283,8.02,1658098.71,5859.01,494.65,7,19,993047.02,665051.69,752.520397,1516.560139,0.4962018197935639
2025-01-12,5742.24,602,9.54,2258459.17,3751.59,612.08,7,23,588905.68,1669553.49,112.13742599999999,5630.104377000001,0.01991746485920169
2025-01-13,9655.43,408,23.67,2936648.01,7197.67,863.1,11,26,1878613.87,1058034.1400000001,1958.482654,7696.946698,0.25444926103744975
2025-01-14,16069.51,275,58.43,876581.97,3187.57,240.59,9,23,383428.51,493153.46,1098.344089,14971.168266,0.07336394836536743
2025-01-15,14819.59,267,55.5,1801599.89,6747.57,513.61,11,22,651047.84,1150552.05,533.841971,14285.746329,0.03736885153472533
2025-01-16,20807.71,371,56.09,3049692.96,8220.2,890.57,9,28,1463284.78,1586408.18,267.57646,20540.132868,0.013027006626128382
2025-01-17,7006.42,238,29.44,1110230.46,4664.83,351.41,8,23,548626.6,561603.86,563.752849,6442.662759,0.08750306862009868
2025-01-18,443.23,651,0.68,2711629.88,4165.33,815.93,12,32,1395533.59,1316096.29,-4796.326315,5239.559397,-0.9154062462465781
2025-01-19,87923.8,1567,56.11,9715215.3,6199.88,2162.36,15,28,4170546.71,5544668.59,65467.253359,22456.545943,2.9152858418158094
2025-01-20,87277.24,1315,66.37,8287327.01,6302.15,2207.66,15,38,4281464.74,4005862.27,80015.784067,7261.455106,11.01924777881457
2025-01-21,11077.84,530,20.9,1523729.82,2874.96,398.3,8,29,600610.51,923119.31,1675.995093,9401.844328,0.178262355370669
2025-01-22,20524.41,832,24.67,1778406.43,2137.51,471.17,10,31,786517.8,991888.63,2037.777286,18486.630771,0.11022977637260366
2025-01-23,101256.24,1218,83.13,3697028.66,3035.33,1088.35,12,39,1501627.32,2195401.34,39522.316555,61733.925605,0.6402041588554807
2025-01-24,10602.78,874,12.13,1611433.45,1843.75,338.64,11,26,766632.62,844800.83,1810.23015,8792.549588,0.20588225588040257
2025-01-25,-10348.02,506,-20.45,1239377.7,2449.36,318.93,11,26,965590.46,273787.24,-16812.281914,6464.265658,-2.600802659214805
2025-01-26,40823.47,451,90.52,1201173.66,2663.36,382.26,7,25,498244.77999999997,702928.88,5771.290086,35052.176582,0.16464854637058768
2025-01-27,41331.77,773,53.47,1508028.31,1950.88,406.26,15,31,1136991.75,371036.56,28229.246979,13102.518413,2.154489994572466
2025-01-28,17979.61,498,36.1,579412.17,1163.48,124.71,8,20,187366.54,392045.63,2687.4368249999998,15292.177148,0.1757393092723994
2025-01-29,23421.01,910,25.74,1897513.41,2085.18,612.52,9,26,950332.98,947180.43,22036.925779,1384.085691,15.921636933795213
2025-01-30,23097.47,1067,21.65,3014397.17,2825.11,874.65,11,22,781087.07,2233310.1,2193.778639,20903.692746,0.10494693740046722
2025-01-31,35868.3,1016,35.3,2783411.48,2739.58,670.94,11,29,1100360.24,1683051.24,3884.058911,31984.237862,0.1214366528388641
2025-02-01,32300.21,634,50.95,1363746.44,2151.02,285.48,12,33,746312.58,617433.86,26931.914559,5368.290458,5.016850290210155
2025-02-02,162854.76,1319,123.47,5661092.29,4291.96,1184.12,13,39,3655408.1,2005684.19,147657.148075,15197.611548,9.715812112503922
2025-02-03,348871.33,2380,146.58,22592901.37,9492.82,2991.57,12,37,10785853.54,11807047.83,351873.365129,-3002.038859999999,-117.21150149951809
2025-02-04,416876.89,2512,165.95,15678409.27,6241.4,3853.78,13,23,6792488.25,8885921.02,391096.345067,25780.543053,15.17021302044591
2025-02-05,56706.24,1297,43.72,8743231.51,6741.12,1335.75,11,17,3503340.32,5239891.19,60313.092518,-3606.8569560000005,-16.721791292405022
2025-02-06,33803.8,1703,19.85,2818508.87,1655.03,709.13,11,20,1729054.04,1089454.83,54287.345172,-20483.545439,-2.6502905946608863
2025-02-07,22450.0,1524,14.73,3460263.54,2270.51,738.09,13,27,1812154.73,1648108.81,2927.588236,19522.413855,0.14996035366240557
2025-02-08,586.7,575,1.02,839734.97,1460.41,109.98,10,23,701310.44,138424.53,182.42602,404.27723299999997,0.4512387883124047
2025-02-09,150551.83,764,197.06,2920919.7,3823.19,427.36,12,24,1773829.71,1147089.99,149040.97868200002,1510.85081,98.64698688218802
2025-02-10,63908.49,889,71.89,3624958.44,4077.57,491.36,14,26,1777959.57,1846998.87,56128.629951,7779.864699,7.214601398352494
2025-02-11,-6093.78,848,-7.19,2797544.17,3298.99,476.43,12,19,887844.03,1909700.14,999.705973,-7093.49079,-0.14093288389719386
2025-02-12,19848.64,1031,19.25,4143974.54,4019.37,1099.16,12,23,1872816.9200000002,2271157.62,-4205.438614,24054.073646,-0.1748326915872164
2025-02-13,27829.53,1370,20.31,3199852.21,2335.66,823.49,11,28,1531823.61,1668028.5999999999,2055.52378,25774.010458,0.07975179895258351
2025-02-14,213860.68,1655,129.22,4007103.42,2421.21,961.58,15,22,1080371.99,2926731.43,-2.594268999999997,213863.269577,-1.2130502788069672e-05
2025-02-15,45042.93,932,48.33,1712852.95,1837.83,374.09,12,27,1134621.19,578231.76,41650.308881,3392.618129,12.27674174356163
2025-02-16,2369.48,681,3.48,806177.64,1183.81,171.57,10,14,380130.65,426046.99,650.671398,1718.807027,0.37855966913051886
2025-02-17,1818.57,941,1.93,2031044.64,2158.39,253.49,9,27,1593630.61,437414.02999999997,1124.868777,693.704518,1.6215364413462832
2025-02-18,91204.67,1676,54.42,3371128.68,2011.41,609.54,11,30,2140266.08,1230862.6,79543.757183,11660.91522,6.821398566141142
2025-02-19,14985.79,1361,11.01,3263930.24,2398.19,688.49,10,15,1796508.54,1467421.7,4634.694163,10351.100538,0.44774888411494584
2025-02-20,46008.79,2012,22.87,4628609.29,2300.5,1232.46,11,25,1483409.58,3145199.71,1759.343375,44249.450727,0.03975966495256006
2025-02-21,119693.49,1873,63.9,3972159.88,2120.75,829.72,14,23,1831306.89,2140852.99,14173.689908,105519.804042,0.1343225558686206
2025-02-22,25278.7,686,36.85,3175570.2,4629.11,880.16,10,34,1598869.8699999999,1576700.33,7341.923991,17936.780187,0.4093222699466942
2025-02-23,10656.93,520,20.49,1141310.74,2194.83,230.0,12,30,677026.62,464284.12,7361.127137,3295.807114,2.233481708395357
2025-02-24,38470.18,5616,6.85,11223619.59,1998.51,2097.96,14,42,6781502.98,4442116.61,22755.667172,15714.50907,1.4480672366262324
2025-02-25,204762.18,6246,32.78,19414984.36,3108.39,3186.62,18,26,12402432.93,7012551.43,216493.883605,-11731.706571,-18.453743344885723
2025-02-26,63229.06,1176,53.77,4946958.13,4206.6,754.17,13,33,612469.34,4334488.79,17780.737251,45448.325877999996,0.39122974314830183
2025-02-27,-36525.17,890,-41.04,1999898.43,2247.08,512.15,9,20,694275.67,1305622.76,10208.208196,-46733.375713,-0.21843507469107173
2025-02-28,225628.11,1019,221.42,4123660.77,4046.77,878.4,13,30,1987160.82,2136499.95,204427.897701,21200.211047,9.642728914587822
2025-03-01,10596.11,174,60.9,263824.13,1516.23,37.06,5,14,146062.82,117761.31,10068.323382999999,527.785585,19.076504915334294
2025-03-02,66914.32,532,125.78,6460848.74,12144.45,1931.7,10,15,3130871.27,3329977.4699999997,9264.111133999999,57650.209574,0.16069518292753773
2025-03-03,616413.03,1482,415.93,8244590.38,5563.15,1040.56,14,34,5677737.52,2566852.86,558436.311215,57976.721018,9.632078044040204
2025-03-04,182075.57,2402,75.8,11124247.15,4631.24,2220.34,16,18,8398559.48,2725687.67,178268.449028,3807.1175570000005,46.82503220190628
2025-03-05,269328.37,1660,162.25,9193654.22,5538.35,2321.32,13,34,2481977.23,6711676.99,596.5533360000002,268731.812581,0.0022198835636562607
2025-03-06,16101.13,760,21.19,6765324.96,8901.74,1306.62,12,12,3760373.52,3004951.44,3749.567775,12351.557786,0.303570410825392
